# split	stem	reason
train	3134	image 含 NaN/Inf
train	27528	image 含 NaN/Inf
train	32469	image 含 NaN/Inf
train	27537	image 含 NaN/Inf
train	32463	image 含 NaN/Inf
train	52715	image 含 NaN/Inf
train	56755	image 含 NaN/Inf
train	27529	image 含 NaN/Inf
train	32404	image 含 NaN/Inf
train	27569	image 含 NaN/Inf
train	5728	image 含 NaN/Inf
train	61767	image 含 NaN/Inf
train	58007	image 含 NaN/Inf
train	27571	image 含 NaN/Inf
train	52463	image 含 NaN/Inf
train	59667	image 含 NaN/Inf
train	27506	image 含 NaN/Inf
train	23409	image 含 NaN/Inf
train	20784	image 含 NaN/Inf
train	12391	image 含 NaN/Inf
train	59677	image 含 NaN/Inf
train	12380	image 含 NaN/Inf
train	14820	image 含 NaN/Inf
train	27949	image 含 NaN/Inf
train	36442	image 含 NaN/Inf
train	12384	image 含 NaN/Inf
train	40296	image 含 NaN/Inf
train	357	image 含 NaN/Inf
train	59491	image 含 NaN/Inf
train	56749	image 含 NaN/Inf
train	14952	image 含 NaN/Inf
train	56524	image 含 NaN/Inf
train	27539	image 含 NaN/Inf
train	9118	image 含 NaN/Inf
train	27497	image 含 NaN/Inf
train	36449	image 含 NaN/Inf
train	5733	image 含 NaN/Inf
train	32462	image 含 NaN/Inf
train	26200	image 含 NaN/Inf
train	32401	image 含 NaN/Inf
train	36353	image 含 NaN/Inf
train	56760	image 含 NaN/Inf
train	51687	image 含 NaN/Inf
train	56757	image 含 NaN/Inf
train	27502	image 含 NaN/Inf
train	46952	image 含 NaN/Inf
train	44621	image 含 NaN/Inf
train	36444	image 含 NaN/Inf
train	12383	image 含 NaN/Inf
train	59361	image 含 NaN/Inf
train	40304	image 含 NaN/Inf
train	359	image 含 NaN/Inf
train	15424	image 含 NaN/Inf
train	59355	image 含 NaN/Inf
train	56750	image 含 NaN/Inf
train	3133	image 含 NaN/Inf
train	49865	image 含 NaN/Inf
train	47393	image 含 NaN/Inf
train	32466	image 含 NaN/Inf
train	58447	image 含 NaN/Inf
train	59495	image 含 NaN/Inf
train	14824	image 含 NaN/Inf
train	59492	image 含 NaN/Inf
train	52724	image 含 NaN/Inf
train	27559	image 含 NaN/Inf
train	36446	image 含 NaN/Inf
train	36452	image 含 NaN/Inf
train	23411	image 含 NaN/Inf
train	894	image 含 NaN/Inf
train	54945	image 含 NaN/Inf
train	41341	image 含 NaN/Inf
train	59008	image 含 NaN/Inf
train	24358	image 含 NaN/Inf
train	27581	image 含 NaN/Inf
train	15422	image 含 NaN/Inf
train	44618	image 含 NaN/Inf
train	27526	image 含 NaN/Inf
train	27525	image 含 NaN/Inf
train	27556	image 含 NaN/Inf
train	61372	image 含 NaN/Inf
train	59303	image 含 NaN/Inf
train	61373	image 含 NaN/Inf
train	59668	image 含 NaN/Inf
train	5340	image 含 NaN/Inf
train	352	image 含 NaN/Inf
train	59493	image 含 NaN/Inf
train	59357	image 含 NaN/Inf
train	12381	image 含 NaN/Inf
train	52718	image 含 NaN/Inf
val	59675	image 含 NaN/Inf
val	23406	image 含 NaN/Inf
val	59672	image 含 NaN/Inf
val	12389	image 含 NaN/Inf
val	23405	image 含 NaN/Inf
val	12658	image 含 NaN/Inf
val	32464	image 含 NaN/Inf
val	46943	image 含 NaN/Inf
val	32403	image 含 NaN/Inf
val	51781	image 含 NaN/Inf
val	27514	image 含 NaN/Inf
val	27519	image 含 NaN/Inf
val	14953	image 含 NaN/Inf
val	45778	image 含 NaN/Inf
val	5334	image 含 NaN/Inf
val	5739	image 含 NaN/Inf
val	5731	image 含 NaN/Inf
val	5345	image 含 NaN/Inf
val	3074	image 含 NaN/Inf
val	56529	image 含 NaN/Inf
val	41339	image 含 NaN/Inf
val	351	image 含 NaN/Inf
val	61179	image 含 NaN/Inf
val	10317	image 含 NaN/Inf
val	21213	image 含 NaN/Inf
val	34495	image 含 NaN/Inf
val	32472	image 含 NaN/Inf
val	8173	image 含 NaN/Inf
val	3122	image 含 NaN/Inf
val	26192	image 含 NaN/Inf
val	59017	image 含 NaN/Inf
val	14950	image 含 NaN/Inf
val	27513	image 含 NaN/Inf
val	27234	image 含 NaN/Inf
val	52717	image 含 NaN/Inf
val	20786	image 含 NaN/Inf
val	49866	image 含 NaN/Inf
val	27538	image 含 NaN/Inf
val	58452	image 含 NaN/Inf
val	52465	image 含 NaN/Inf
val	36445	image 含 NaN/Inf
val	27500	image 含 NaN/Inf
val	40298	image 含 NaN/Inf
val	53898	image 含 NaN/Inf
val	29889	image 含 NaN/Inf
val	27232	image 含 NaN/Inf
val	35526	image 含 NaN/Inf
val	3112	image 含 NaN/Inf
val	27564	image 含 NaN/Inf
val	27554	image 含 NaN/Inf
val	31111	image 含 NaN/Inf
val	32400	image 含 NaN/Inf
val	12392	image 含 NaN/Inf
val	27488	image 含 NaN/Inf
val	355	image 含 NaN/Inf
val	5336	image 含 NaN/Inf
val	27551	image 含 NaN/Inf
val	40300	image 含 NaN/Inf
val	27549	image 含 NaN/Inf
val	350	image 含 NaN/Inf
val	5735	image 含 NaN/Inf
val	14959	image 含 NaN/Inf
val	5729	image 含 NaN/Inf
val	32470	image 含 NaN/Inf
val	27560	image 含 NaN/Inf
val	14237	image 含 NaN/Inf
val	27507	image 含 NaN/Inf
val	59300	image 含 NaN/Inf
val	5341	image 含 NaN/Inf
val	27548	image 含 NaN/Inf
val	43151	image 含 NaN/Inf
val	23408	image 含 NaN/Inf
val	3084	image 含 NaN/Inf
val	56756	image 含 NaN/Inf
val	58341	image 含 NaN/Inf
val	30528	image 含 NaN/Inf
val	27557	image 含 NaN/Inf
val	58340	image 含 NaN/Inf
val	36443	image 含 NaN/Inf
val	58260	image 含 NaN/Inf
val	3064	image 含 NaN/Inf
val	59294	image 含 NaN/Inf
val	27235	image 含 NaN/Inf
val	27530	image 含 NaN/Inf
val	23413	image 含 NaN/Inf
val	5339	image 含 NaN/Inf
val	52464	image 含 NaN/Inf
val	5871	image 含 NaN/Inf
val	365	image 含 NaN/Inf
val	61390	image 含 NaN/Inf
val	59297	image 含 NaN/Inf
val	20774	image 含 NaN/Inf
val	20778	image 含 NaN/Inf
val	52721	image 含 NaN/Inf
val	27540	image 含 NaN/Inf
val	59359	image 含 NaN/Inf
val	58006	image 含 NaN/Inf
val	27229	image 含 NaN/Inf
val	23404	image 含 NaN/Inf
val	56752	image 含 NaN/Inf
val	32468	image 含 NaN/Inf
val	59011	image 含 NaN/Inf
val	59494	image 含 NaN/Inf
val	56526	image 含 NaN/Inf
val	15427	image 含 NaN/Inf
val	32467	image 含 NaN/Inf
val	5734	image 含 NaN/Inf
val	59296	image 含 NaN/Inf
val	59356	image 含 NaN/Inf
val	47297	image 含 NaN/Inf
val	27561	image 含 NaN/Inf
val	20781	image 含 NaN/Inf
val	47364	image 含 NaN/Inf
val	58262	image 含 NaN/Inf
val	56759	image 含 NaN/Inf
val	46951	image 含 NaN/Inf
val	58453	image 含 NaN/Inf
val	12386	image 含 NaN/Inf
val	52726	image 含 NaN/Inf
val	45983	image 含 NaN/Inf
val	27553	image 含 NaN/Inf
val	59298	image 含 NaN/Inf
val	59013	image 含 NaN/Inf
val	46948	image 含 NaN/Inf
val	360	image 含 NaN/Inf
val	27950	image 含 NaN/Inf
val	59007	image 含 NaN/Inf
val	58449	image 含 NaN/Inf
val	10316	image 含 NaN/Inf
val	27515	image 含 NaN/Inf
val	27568	image 含 NaN/Inf
val	27579	image 含 NaN/Inf
val	20785	image 含 NaN/Inf
val	27562	image 含 NaN/Inf
val	5732	image 含 NaN/Inf
val	14822	image 含 NaN/Inf
val	364	image 含 NaN/Inf
val	59670	image 含 NaN/Inf
val	32471	image 含 NaN/Inf
val	31205	image 含 NaN/Inf
val	26194	image 含 NaN/Inf
val	27521	image 含 NaN/Inf
val	3128	image 含 NaN/Inf
val	14951	image 含 NaN/Inf
val	26189	image 含 NaN/Inf
val	14961	image 含 NaN/Inf
val	59302	image 含 NaN/Inf
val	52714	image 含 NaN/Inf
val	52719	image 含 NaN/Inf
val	27524	image 含 NaN/Inf
val	3082	image 含 NaN/Inf
val	26197	image 含 NaN/Inf
val	59018	image 含 NaN/Inf
val	9019	image 含 NaN/Inf
val	59360	image 含 NaN/Inf
val	27520	image 含 NaN/Inf
val	3143	image 含 NaN/Inf
val	14960	image 含 NaN/Inf
val	40293	image 含 NaN/Inf
val	32461	image 含 NaN/Inf
val	20775	image 含 NaN/Inf
val	45998	image 含 NaN/Inf
val	5337	image 含 NaN/Inf
val	44619	image 含 NaN/Inf
val	59012	image 含 NaN/Inf
val	56700	image 含 NaN/Inf
val	27511	image 含 NaN/Inf
val	23402	image 含 NaN/Inf
val	27582	image 含 NaN/Inf
val	45981	image 含 NaN/Inf
val	29887	image 含 NaN/Inf
val	27580	image 含 NaN/Inf
val	20782	image 含 NaN/Inf
val	59664	image 含 NaN/Inf
val	59358	image 含 NaN/Inf
val	27498	image 含 NaN/Inf
val	27948	image 含 NaN/Inf
val	23407	image 含 NaN/Inf
val	47390	image 含 NaN/Inf
val	362	image 含 NaN/Inf
val	46950	image 含 NaN/Inf
val	27786	image 含 NaN/Inf
val	56761	image 含 NaN/Inf
val	23414	image 含 NaN/Inf
val	44620	image 含 NaN/Inf
val	23416	image 含 NaN/Inf
val	27787	image 含 NaN/Inf
val	27231	image 含 NaN/Inf
val	23401	image 含 NaN/Inf
val	56751	image 含 NaN/Inf
val	12387	image 含 NaN/Inf
val	47380	image 含 NaN/Inf
val	27505	image 含 NaN/Inf
val	47394	image 含 NaN/Inf
val	27492	image 含 NaN/Inf
val	49864	image 含 NaN/Inf
val	3063	image 含 NaN/Inf
val	12388	image 含 NaN/Inf
val	27504	image 含 NaN/Inf
val	32405	image 含 NaN/Inf
val	5338	image 含 NaN/Inf
val	14955	image 含 NaN/Inf
val	12379	image 含 NaN/Inf
val	23400	image 含 NaN/Inf
val	3144	image 含 NaN/Inf
val	56523	image 含 NaN/Inf
val	14823	image 含 NaN/Inf
val	54932	image 含 NaN/Inf
val	15429	image 含 NaN/Inf
val	29890	image 含 NaN/Inf
val	57611	image 含 NaN/Inf
val	5346	image 含 NaN/Inf
val	59666	image 含 NaN/Inf
val	52462	image 含 NaN/Inf
val	15428	image 含 NaN/Inf
val	26201	image 含 NaN/Inf
val	45980	image 含 NaN/Inf
val	361	image 含 NaN/Inf
val	32402	image 含 NaN/Inf
val	31198	image 含 NaN/Inf
val	56702	image 含 NaN/Inf
val	61766	image 含 NaN/Inf
val	20779	image 含 NaN/Inf
val	9120	image 含 NaN/Inf
val	27508	image 含 NaN/Inf
val	59671	image 含 NaN/Inf
val	36451	image 含 NaN/Inf
val	35524	image 含 NaN/Inf
val	3141	image 含 NaN/Inf
val	27570	image 含 NaN/Inf
val	40295	image 含 NaN/Inf
val	5736	image 含 NaN/Inf
val	58448	image 含 NaN/Inf
val	26198	image 含 NaN/Inf
val	20780	image 含 NaN/Inf
val	354	image 含 NaN/Inf
val	58454	image 含 NaN/Inf
val	46944	image 含 NaN/Inf
val	14957	image 含 NaN/Inf
val	23410	image 含 NaN/Inf
val	27552	image 含 NaN/Inf
val	21215	image 含 NaN/Inf
val	3129	image 含 NaN/Inf
val	26191	image 含 NaN/Inf
val	49863	image 含 NaN/Inf
val	32406	image 含 NaN/Inf
val	45982	image 含 NaN/Inf
val	27550	image 含 NaN/Inf
